,lemma,en,type,pos,de,note
2564,xuːntaml,hear,stem,Verb,hören,"Balandin/vahrusheva, 144a; Munkácsi-Kálmán, 105b;"
2565,xuːntl,listen,stem,Verb,zuhören,_
2566,xuːntm,shoulder,stem,Verb,schultern,"M&K 125a, B&V 144a"
2567,xuːntmalʲt,put on knapsack,stem,Verb,Quersack umbinden,_
2568,xuːntəl,look,stem,Verb,schauen,K
2569,xuːnʲ,once,stem,Particle,wenn,_
2570,xuːriɣ,_,stem,_,_,_
2571,xuːrm,_,stem,_,_,_
2572,xuːrmit,third,stem,Ordinal numeral,dritter,_
2573,xuːrum,_,stem,_,_,_
2574,xuːrəm,three,stem,Cardinal numeral,drei,Balandin-Vakhusheva 144;  Munkácsi-Kálmán 127; Kálmán 1963 (ChrVog) 79
2575,xuːsʲ,servant,stem,Substantive,Diener,_
2576,xuːt,bend,stem,Verb,sich beugen,B&V 145b
2577,xuːtǝlt,bend,stem,Verb,neigen,_
2578,xuːtəlt,_,stem,_,_,_
2579,zakonodatʲelʲnɨj sobranʲija,[Ru. Yugrian Legislative Assembly],phrase,Proper Noun,[Ru. Gesetzgebende Versammlung],
2580,əstaːrssin,_,stem,_,_,_
